17100	9.74683	1.00432	0.00430827	1.00436	0.00435071	1.00493	0.00491954
17200	9.75266	1.00427	0.00426447	1.00439	0.00437571	1.0049	0.00488318
17300	9.75846	1.00399	0.00397961	1.00435	0.00434007	1.00444	0.00443342
17400	9.76423	1.00378	0.00377329	1.00434	0.00432727	1.00386	0.00385024
17500	9.76996	1.00354	0.00352877	1.00431	0.00429918	1.00357	0.00356452
17600	9.77565	1.00334	0.00333053	1.00434	0.00433111	1.00321	0.00320646
17700	9.78132	1.00297	0.00296843	1.00427	0.00426355	1.0025	0.00249943
17800	9.78695	1.0026	0.00259256	1.00413	0.00412341	1.00239	0.0023896
17900	9.79256	1.00252	0.00251758	1.00409	0.00408497	1.00243	0.00242702
18000	9.79813	1.00309	0.00308349	1.0042	0.00418862	1.00335	0.00334633
18100	9.80367	1.00324	0.0032355	1.00428	0.00426664	1.00359	0.00357865
18200	9.80918	1.00346	0.00345203	1.00436	0.00434869	1.00385	0.00384659
18300	9.81466	1.00313	0.0031295	1.00432	0.00431533	1.00354	0.00353704
18400	9.82011	1.00263	0.00262744	1.00427	0.0042612	1.00286	0.00285544
18500	9.82553	1.0029	0.00289261	1.00439	0.00438396	1.00319	0.00318515
18600	9.83092	1.0027	0.00269846	1.00429	0.00428565	1.00315	0.00314566
18700	9.83628	1.0024	0.00239932	1.00425	0.00423836	1.0025	0.00250112
18800	9.84161	1.00276	0.00275578	1.00433	0.00431578	1.00299	0.00298219
18900	9.84692	1.003	0.00299496	1.00436	0.00434826	1.00353	0.00352423
19000	9.85219	1.0032	0.00319955	1.00426	0.00424729	1.00462	0.00460991
19100	9.85744	1.00321	0.00320358	1.00426	0.00425557	1.00476	0.00474954
19200	9.86267	1.00317	0.00316202	1.0043	0.00428994	1.00465	0.00463458
19300	9.86786	1.00249	0.0024847	1.00424	0.00423251	1.00323	0.00322152
19400	9.87303	1.00263	0.00262874	1.00425	0.00424188	1.00356	0.00355085
19500	9.87817	1.00247	0.00246231	1.00423	0.00422358	1.00311	0.00310146
19600	9.88328	1.00278	0.00278076	1.00444	0.00442714	1.00332	0.00331215
19700	9.88837	1.00309	0.00308252	1.00437	0.00436054	1.00407	0.0040593
19800	9.89344	1.00361	0.0036076	1.00447	0.00446308	1.00483	0.00481426
19900	9.89848	1.00377	0.00376249	1.00448	0.00447383	1.00535	0.00533706
20000	9.90349	1.004	0.00399436	1.00444	0.00443261	1.00591	0.00589569
